1	1	0	0.0	391.99543598174927	1.0	7	4	2	4
1	1	1	1.0	391.99543598174927	2.0	7	4	2	4
1	1	2	3.0	587.3295358348153	1.0	7	4	2	4
1	1	3	4.0	493.8833012561241	1.5	7	4	2	4
1	1	4	5.5	440.0	0.5	7	4	2	4
1	1	5	6.0	391.99543598174927	1.0	7	4	2	4
1	1	6	7.0	391.99543598174927	1.5	7	4	2	4
1	1	7	8.5	440.0	0.5	7	4	2	4
1	1	8	9.0	493.8833012561241	1.0	7	4	2	4
1	1	9	10.0	440.0	2.0	7	4	2	4
1	2	0	0.0	293.66476791740746	1.0	7	4	2	4
1	2	1	1.0	293.66476791740746	1.0	7	4	2	4
1	2	2	2.0	329.62755691286986	1.0	7	4	2	4
1	2	3	3.0	293.66476791740746	1.0	7	4	2	4
1	2	4	4.0	293.66476791740746	2.0	7	4	2	4
1	2	5	6.0	246.94165062806198	1.0	7	4	2	4
1	2	6	7.0	329.62755691286986	0.5	7	4	2	4
1	2	7	7.5	293.66476791740746	0.5	7	4	2	4
1	2	8	8.0	329.62755691286986	0.5	7	4	2	4
1	2	9	8.5	369.99442271163434	0.5	7	4	2	4
1	2	10	9.0	391.99543598174927	1.0	7	4	2	4
1	2	11	10.0	369.99442271163434	2.0	7	4	2	4
1	3	0	0.0	246.94165062806198	1.0	7	4	2	4
1	3	1	1.0	246.94165062806198	1.0	7	4	2	4
1	3	2	2.0	261.6255653005985	0.5	7	4	2	4
1	3	3	2.5	246.94165062806198	0.5	7	4	2	4
1	3	4	3.0	219.9999999999999	1.0	7	4	2	4
1	3	5	4.0	195.99771799087452	1.0	7	4	2	4
1	3	6	5.0	184.9972113558171	1.0	7	4	2	4
1	3	7	6.0	195.99771799087452	1.0	7	4	2	4
1	3	8	7.0	261.6255653005985	0.5	7	4	2	4
1	3	9	7.5	246.94165062806198	0.5	7	4	2	4
1	3	10	8.0	261.6255653005985	1.0	7	4	2	4
1	3	11	9.0	293.66476791740746	1.0	7	4	2	4
1	3	12	10.0	293.66476791740746	2.0	7	4	2	4
1	4	0	0.0	97.99885899543722	1.0	7	4	2	4
1	4	1	1.0	195.99771799087452	1.0	7	4	2	4
1	4	2	2.0	164.81377845643485	1.0	7	4	2	4
1	4	3	3.0	184.9972113558171	1.0	7	4	2	4
1	4	4	4.0	195.99771799087452	1.0	7	4	2	4
1	4	5	5.0	146.83238395870364	1.0	7	4	2	4
1	4	6	6.0	164.81377845643485	1.0	7	4	2	4
1	4	7	7.0	130.8127826502992	1.0	7	4	2	4
1	4	8	8.0	123.4708253140309	0.5	7	4	2	4
1	4	9	8.5	109.99999999999989	0.5	7	4	2	4
1	4	10	9.0	97.99885899543722	1.0	7	4	2	4
1	4	11	10.0	146.83238395870364	2.0	7	4	2	4
1	1	0	0.0	440.0	2.0	2	4	7	4
1	1	1	2.0	493.8833012561241	1.0	2	4	7	4
1	1	2	3.0	587.3295358348153	2.0	2	4	7	4
1	1	3	5.0	523.2511306011974	1.0	2	4	7	4
1	1	4	6.0	493.8833012561241	1.0	2	4	7	4
1	1	5	7.0	440.0	2.0	2	4	7	4
1	1	6	9.0	391.99543598174927	2.0	2	4	7	4
1	2	0	0.0	369.99442271163434	2.0	2	4	7	4
1	2	1	2.0	391.99543598174927	1.0	2	4	7	4
1	2	2	3.0	293.66476791740746	1.0	2	4	7	4
1	2	3	4.0	329.62755691286986	1.0	2	4	7	4
1	2	4	5.0	369.99442271163434	1.0	2	4	7	4
1	2	5	6.0	391.99543598174927	2.0	2	4	7	4
1	2	6	8.0	369.99442271163434	1.0	2	4	7	4
1	2	7	9.0	293.66476791740746	2.0	2	4	7	4
1	3	0	0.0	293.66476791740746	2.0	2	4	7	4
1	3	1	2.0	293.66476791740746	1.0	2	4	7	4
1	3	2	3.0	219.9999999999999	1.0	2	4	7	4
1	3	3	4.0	246.94165062806198	1.0	2	4	7	4
1	3	4	5.0	261.6255653005985	1.0	2	4	7	4
1	3	5	6.0	293.66476791740746	1.0	2	4	7	4
1	3	6	7.0	329.62755691286986	1.0	2	4	7	4
1	3	7	8.0	293.66476791740746	0.5	2	4	7	4
1	3	8	8.5	261.6255653005985	0.5	2	4	7	4
1	3	9	9.0	246.94165062806198	2.0	2	4	7	4
1	4	0	0.0	146.83238395870364	2.0	2	4	7	4
1	4	1	2.0	97.99885899543722	1.0	2	4	7	4
1	4	2	3.0	92.4986056779085	1.0	2	4	7	4
1	4	3	4.0	97.99885899543722	1.0	2	4	7	4
1	4	4	5.0	109.99999999999989	1.0	2	4	7	4
1	4	5	6.0	123.4708253140309	1.0	2	4	7	4
1	4	6	7.0	130.8127826502992	1.0	2	4	7	4
1	4	7	8.0	146.83238395870364	1.0	2	4	7	4
1	4	8	9.0	97.99885899543722	2.0	2	4	7	4
2	1	0	0.0	391.99543598174927	2.0	7	4	2	4
2	1	1	2.0	493.8833012561241	1.0	7	4	2	4
2	1	2	3.0	493.8833012561241	1.0	7	4	2	4
2	1	3	4.0	523.2511306011974	1.0	7	4	2	4
2	1	4	5.0	587.3295358348153	1.0	7	4	2	4
2	1	5	6.0	587.3295358348153	1.5	7	4	2	4
2	1	6	7.5	523.2511306011974	0.5	7	4	2	4
2	1	7	8.0	493.8833012561241	1.0	7	4	2	4
2	1	8	9.0	440.0	2.0	7	4	2	4
2	2	0	0.0	293.66476791740746	2.0	7	4	2	4
2	2	1	2.0	391.99543598174927	1.0	7	4	2	4
2	2	2	3.0	391.99543598174927	0.5	7	4	2	4
2	2	3	3.5	369.99442271163434	0.5	7	4	2	4
2	2	4	4.0	329.62755691286986	0.5	7	4	2	4
2	2	5	4.5	369.99442271163434	0.5	7	4	2	4
2	2	6	5.0	391.99543598174927	1.0	7	4	2	4
2	2	7	6.0	391.99543598174927	0.5	7	4	2	4
2	2	8	6.5	440.0	0.5	7	4	2	4
2	2	9	7.0	391.99543598174927	0.5	7	4	2	4
2	2	10	7.5	369.99442271163434	0.5	7	4	2	4
2	2	11	8.0	391.99543598174927	1.0	7	4	2	4
2	2	12	9.0	369.99442271163434	2.0	7	4	2	4
2	3	0	0.0	246.94165062806198	2.0	7	4	2	4
2	3	1	2.0	293.66476791740746	1.0	7	4	2	4
2	3	2	3.0	293.66476791740746	1.0	7	4	2	4
2	3	3	4.0	261.6255653005985	1.0	7	4	2	4
2	3	4	5.0	246.94165062806198	0.5	7	4	2	4
2	3	5	5.5	219.9999999999999	0.5	7	4	2	4
2	3	6	6.0	246.94165062806198	0.5	7	4	2	4
